S.No,mobile,name,category
844,251911610187,M T H INDUSTRIAL ELECTRICAL MATERIAL SALES,Electronics / Mobile Centers
845,251935988331,MAF INTERNATIONAL PLC,Electronics / Mobile Centers
846,251913256064,Mara Solar,Electronics / Mobile Centers
847,251911348539,"Masi Electric, Electronics & Building Materials Trade",Electronics / Mobile Centers
848,251911633279,MEAREG G/GIORGIS G/WAHED,Electronics / Mobile Centers
849,251911426426,Mebratu Alayou Kabteyemer,Electronics / Mobile Centers
850,251911146478,MEDHIN ADDIS G/MEDHIN,Electronics / Mobile Centers
851,251911222993,MEDHIN COMMERCIAL P.L.C,Electronics / Mobile Centers
852,251911221408,MEHBUBA ADEM SEID,Electronics / Mobile Centers
853,251911211821,MERA MEKONNEN KEBEDE,Electronics / Mobile Centers
854,251911204073,MESERET SERGUALEM GENERAL IMPORTE,Electronics / Mobile Centers
855,251911173670,Mesfin Electronics And Mobile,Electronics / Mobile Centers
856,251911896463,MESFIN INDUSTRIAL ENGINEERING PLC,Electronics / Mobile Centers
857,251911760666,METRO ELECTRONICS,Electronics / Mobile Centers
858,251911207695,MIKY GALAXY,Electronics / Mobile Centers
859,251911135348,Millennium Tutt Ethiopia Plc,Electronics / Mobile Centers
860,251911209305,MINWIYIELET AYEHU TARIKU,Electronics / Mobile Centers
861,251911205722,MIRGA WOOD MATERIAL P.L.C,Electronics / Mobile Centers
862,251912624862,Mix Max Electronics And Computer Center,Electronics / Mobile Centers
863,251911471299,MOHAMMED ABDULJELIL AHMED,Electronics / Mobile Centers
864,251911219195,MOHAMMED TIKUYE YESUF,Electronics / Mobile Centers
865,251913062092,MUNIR AHMED YUSUF,Electronics / Mobile Centers
866,251911208598,NAPOLEON BERHANU MENA,Electronics / Mobile Centers
867,251911519184,NATIONAL MARKETERS PLC,Electronics / Mobile Centers
868,251911617079,NEBIYOU MELSE,Electronics / Mobile Centers
869,251911225821,NEGA MAMO BUILDING CONSTRACTOR,Electronics / Mobile Centers
870,251911247869,NEGA WORKU,Electronics / Mobile Centers
871,251911655837,NEGASH ELECTRONICS,Electronics / Mobile Centers
872,251911417805,NEGASH TEKLEMARIAM HAILE,Electronics / Mobile Centers
873,251911238015,Negede Electronics Service,Electronics / Mobile Centers
874,251914717260,Net Computer Center,Electronics / Mobile Centers
875,251911221122,NET WAYS INTERNATIONAL PLC,Electronics / Mobile Centers
876,251911206064,NETGEAR INDUSTRIAL SOLUTIONS PLC,Electronics / Mobile Centers
877,251911671309,NEURONET PLC,Electronics / Mobile Centers
878,251912785971,Nitsuh Ezira Electrical Material Shop,Electronics / Mobile Centers
879,251911203206,NIZAR INTERNATIONAL PLC,Electronics / Mobile Centers
880,251911200600,NURHUSSEIN MUDESIR HASSEN,Electronics / Mobile Centers
881,251911205959,NURIA LALE JEMAL,Electronics / Mobile Centers
882,251911205596,OMEGA ELECTRONICS PLC,Electronics / Mobile Centers
883,251911513683,P.O.I Information Technology Services Plc,Electronics / Mobile Centers
884,251911213321,PAWER GENERAL ELECTRONICS,Electronics / Mobile Centers
885,251911206797,PELICAN GENERAL TRADING PLC,Electronics / Mobile Centers
886,251911479915,PEMS GENERAL TRADING PLC,Electronics / Mobile Centers
887,251911240488,PENTA ENGINEERING PLC,Electronics / Mobile Centers
888,251911201287,PEZZANI ROMANO AND SONS P.L.C,Electronics / Mobile Centers
889,251911223560,PREEM FLOWER & GIFT GENERAL TRADING PLC,Electronics / Mobile Centers
890,251966351725,PROCHEM IMPORT,Electronics / Mobile Centers
891,251911209515,QOPH ENGINEERING ENTERPRISE,Electronics / Mobile Centers
892,251911225063,QUALITY COMPUTER & ACCESSORIES,Electronics / Mobile Centers
893,251911205231,RADOS BUSINESS GROUP PLC,Electronics / Mobile Centers
894,251911240412,RANK SPECIALIZED HIGHER CLINIC,Electronics / Mobile Centers
895,251911607005,READERS TRADING PLC,Electronics / Mobile Centers
896,251911965315,Rewina Mobile,Electronics / Mobile Centers
897,251911621598,Rift Valley Gemstones Import & Export,Electronics / Mobile Centers
898,251911218885,ROHA ELECTRRIC AND BUILDING MATERIALS SHOP,Electronics / Mobile Centers
899,251911209444,ROTATION INTERNATIONAL TRADING PLC,Electronics / Mobile Centers
900,251911202211,ROUTER COMPUTER ENGINEERING PLC,Electronics / Mobile Centers
901,251911218346,Roza Mamo Yadete,Electronics / Mobile Centers
902,251911216795,SABA ELECTRIC TRADING,Electronics / Mobile Centers
903,251911201869,SABA PLASTIC,Electronics / Mobile Centers
904,251911236774,SABA TESFAYE HADGU,Electronics / Mobile Centers
905,251911201337,SABIT GENERAL TRADING PLC,Electronics / Mobile Centers
906,251911201128,SAFE TRADE INTERNATIONAL TRADING,Electronics / Mobile Centers
907,251911204256,Sami Ahmed,Electronics / Mobile Centers
908,251911208831,SAMI MOBILE CENTER,Electronics / Mobile Centers
909,251911601109,SAMSON DAMENA ADERA,Electronics / Mobile Centers
910,251911205086,SATURN STATIONERY AND COMPUTER ACCESSORIES,Electronics / Mobile Centers
911,251911209120,SAVC AND TRADING,Electronics / Mobile Centers
912,251911874215,SEBLE MEBRATU ABAY,Electronics / Mobile Centers
913,251911221945,SEDEN TRADING,Electronics / Mobile Centers
914,251911215292,SEID ELECTRONICS,Electronics / Mobile Centers
915,251911205211,SEKOR ETHIOPIA,Electronics / Mobile Centers
916,251912128944,SELAM BUSINESS GROUP PLC,Electronics / Mobile Centers
917,251911204313,Selam Stationary Importer & Supplier,Electronics / Mobile Centers
918,251911206967,SELAMAWIT BEKELE,Electronics / Mobile Centers
919,251913185480,SELAMAWIT KEBEDE GEBREYESUS,Electronics / Mobile Centers
920,251920304143,Sengo Light,Electronics / Mobile Centers
921,251911209009,SHEBA REAL ESTATE PLC,Electronics / Mobile Centers
922,251911223684,SHEMSE ELECTRONICS,Electronics / Mobile Centers
923,251963237791,SIGMA ELECTRIC PLC,Electronics / Mobile Centers
924,251911220147,SIGN ELECTRICAL MATERIAL,Electronics / Mobile Centers
925,251911203640,SILICON COMPUTER AND COMMUNICATION PLC,Electronics / Mobile Centers
926,251911202770,SIMA TRADING PLC,Electronics / Mobile Centers
927,251911200634,SIME ENTERPRISE,Electronics / Mobile Centers
928,251911235128,Sinidu electrical and Building Materials Trading,Electronics / Mobile Centers
929,251911658521,SISAY FANTA,Electronics / Mobile Centers
930,251911406810,SITOTAW GENERAL TRADING PLC,Electronics / Mobile Centers
931,251911220227,SOFIA AMAN HASSEN,Electronics / Mobile Centers
932,251911717401,SOLNET INTERNATIONAL,Electronics / Mobile Centers
933,251911211795,SONIA MURGA SHIKURE,Electronics / Mobile Centers
934,251911252191,SPECIALIZED SYSTEMS ENGINEERING,Electronics / Mobile Centers
935,251911201397,STERLING TRADING PLC,Electronics / Mobile Centers
936,19377809447,STGT TRADING PLC,Electronics / Mobile Centers
937,251911519090,SULEIMAN SEMAN EIMAM,Electronics / Mobile Centers
938,251911233226,SULTAN MOHAMMED NEGASH,Electronics / Mobile Centers
939,251911224609,SWITCH COM NETWORK SYSTEMS PLC,Electronics / Mobile Centers
940,251911638513,TARIKU BERIHUN ENBEALE,Electronics / Mobile Centers
941,251911735433,Tbebe Mobile Center,Electronics / Mobile Centers
942,251911207200,TECHTRA ENGINEERING PLC,Electronics / Mobile Centers
943,251911574575,Teddy Mobile,Electronics / Mobile Centers
944,251911677891,TEDDY STUDIO,Electronics / Mobile Centers
945,251911213610,TEKLE MOBILE ACCESSORY & REPARING,Electronics / Mobile Centers
946,251911209255,TEKNET ETHIOPIA COMPUTER SERVICE PLC,Electronics / Mobile Centers
947,251911633548,TELAMON INTERNATIONAL BUSINESS PLC,Electronics / Mobile Centers
948,251911201666,TELCO PLC,Electronics / Mobile Centers
949,251911208929,TESFAYE BEYENE BESHIR,Electronics / Mobile Centers
950,251911239177,Teweldeberhan Tadesse Gezahegn,Electronics / Mobile Centers
951,251911783590,TEWFIK BERGU DIN,Electronics / Mobile Centers
952,251911654969,THE OMARS PLC,Electronics / Mobile Centers
953,251911607649,TIDEG & SONS TRADING PLC,Electronics / Mobile Centers
954,251911209127,Tilksew Gedamu Ayele,Electronics / Mobile Centers
955,251911609376,Tofik Dilsebo Mohammed,Electronics / Mobile Centers
956,251944055400,Transfo Energy PLC,Electronics / Mobile Centers
957,251911605673,TSEHAYNESH NEGUSSIE FISIHA,Electronics / Mobile Centers
958,251935401740,TWODE BUSINESS PLC,Electronics / Mobile Centers
959,251911370740,UNI SOUND TRADING COMPANY,Electronics / Mobile Centers
960,251911202185,UNITED SYSTEM INTEGRATORS P.L.C,Electronics / Mobile Centers
961,251911000010,UNIVERSAL ELECTRONICS,Electronics / Mobile Centers
962,251911209845,VALDES PLC,Electronics / Mobile Centers
963,251911202587,VENUS INTERNATIONAL TRADING,Electronics / Mobile Centers
964,251911405954,W.Y. MIRACLE TRADING,Electronics / Mobile Centers
965,251911205630,WABON PLC,Electronics / Mobile Centers
966,251904647909,Water Tanker Company,Electronics / Mobile Centers
967,251911225005,WAZIRA ELECTRONICS,Electronics / Mobile Centers
968,251911455264,WEGDERESE GEDIYONE AYELE,Electronics / Mobile Centers
969,251911202639,WESTERN ELECTRONICS,Electronics / Mobile Centers
970,251911246484,WMB GENERAL ELECTRONICS,Electronics / Mobile Centers
971,251911216984,WOLDEGEBRIEL MEBRATU G/HIWOT ENTERPRISE,Electronics / Mobile Centers
972,251938949492,WONDWOSSEN KEBEDE RETA,Electronics / Mobile Centers
973,251911200450,Yamato Ethiopia General Trading,Electronics / Mobile Centers
974,251911933241,YAYNEABEBA ZEWDE KEBEDE,Electronics / Mobile Centers
975,251911927878,Yeabzer Esayas Trading Plc,Electronics / Mobile Centers
976,251911212166,YECHALAL GENERAL TRADING,Electronics / Mobile Centers
977,251911214232,YES ELECTRIC TRADE,Electronics / Mobile Centers
978,251911253202,YESUF YASSIN MEHEMED ENTERPRISE,Electronics / Mobile Centers
979,251911206271,YZ GLOBAL TRADING PLC,Electronics / Mobile Centers
980,251911201837,Z.T GENERAL TRADING,Electronics / Mobile Centers
981,251911632302,ZAYTEMS INTERNATIONAL TRADING CO,Electronics / Mobile Centers
982,251911623204,ZELEKECH UNIVERSAL TRADING ENTERPRISE,Electronics / Mobile Centers
983,251911989757,Zemene Mobile,Electronics / Mobile Centers
984,251911201517,A & A BUSSINESS CENTER,Stationery
985,251911243838,A AND A BUSINESS CENTER,Stationery
986,251911611807,A.D. Stationery,Stationery
987,251911125119,A.M.B CONSTRUCTION PLC,Stationery
988,251911911298,A.S.T Trading,Stationery
989,251911210479,A.Y.B. GROUP PLC,Stationery
990,251911205232,ABDERAFI COMMERCE & INDUSTRY PLC,Stationery
991,251911744000,Abebe Getachew Importer,Stationery
992,251911219849,Aberham Secretrial Service,Stationery
993,251911205201,ABRAHAM STATIONERY,Stationery
994,251910342022,Abshay Trading,Stationery
995,251911314227,ADAM MESFIN AMAN,Stationery
996,251911210336,ADDIS PRINTING & PAPER PLANT,Stationery
997,251911227856,ADWAN TRADING PLC,Stationery
998,251911200409,AECUR TRADING PLC,Stationery
999,251912046776,AENU BUSINESS PLC,Stationery
1000,251911219889,Africa Photo Colour P.L.C,Stationery
1001,251911673006,AIDA BEAUTY CLASSIC,Stationery
1002,251911527799,Alemnesh G/Selassle Stationary And Cleaning Equipment,Stationery
1003,251912114858,Alemtsehay Stationary,Stationery
1004,251911184630,Alemu & Yodit Stationary,Stationery
1005,251911150558,ASAYECHING TRADING PLC,Stationery
1006,251924865491,ASTER AZMACH SHIKUR,Stationery
1007,251916885333,Aurora Stationary,Stationery
1008,251911231721,AWASH PRINTING PRESS PLC,Stationery
1009,251930001008,AWEL YIMAME BIRU,Stationery
1010,251911222345,B AND A RIGHT TRADING PLC,Stationery
1011,251911216039,B-SCAN TRADING PLC,Stationery
1012,251912024034,BARKEN STATIONARY COMPUTER SANITORY TRADING AND COMMISION AGENT,Stationery
1013,251911523751,BASEFA TRADING PLC,Stationery
1014,251911204644,BENAS TRADING,Stationery
1015,251911109621,Bereket Printing P.L.C,Stationery
1016,251911664226,BESAM INTERNATIONAL PLC,Stationery
1017,251911257408,Besu Stationery & Book Store,Stationery
1018,251911186667,Betelhem Yemiru Stationary and Computer Accessories Trading Private Enterprise,Stationery
1019,251935401501,BETESAM PLC,Stationery
1020,251911225422,Beth-El Trading Enterprise Plc,Stationery
1021,251911204508,BEZA FAMILY PLC,Stationery
1022,251911658541,Binary Printing And Computer Service,Stationery
1023,251911227871,Binyam G/Medhin G/Kidan,Stationery
1024,251911194547,Birhanu Kedir Stationary,Stationery
1025,251911212436,Buna Pen,Stationery
1026,251911202359,CAPITAL STATIONERY,Stationery
1027,251930012274,CC TERADING,Stationery
1028,251911653129,Color Paper and Paper Product Manufacturing PLC,Stationery
1029,251911250029,Dashen Stationary,Stationery
1030,251911515689,DAWIT BERHANU IMPORTER AND RETAIL TRADE,Stationery
1031,251911795307,DEALS TO ADDIS TRADING PLC,Stationery
1032,251911615159,DEAN GENERAL TRADING PLC,Stationery
1033,251911212452,DELGONE TRADING PLC,Stationery
1034,251911335933,Desta Hordofa Jankfo,Stationery
1035,251911529683,Dinamic Addis P.L.C,Stationery
1036,251911408548,EDIFYKIDS TRADING AND COMSULTING PLC,Stationery
1037,251911416734,ELDAWI DEVELOPMENTAL BUSINESS PLC,Stationery
1038,251911538728,Eleni Stationary,Stationery
1039,251911207176,Elias Eshete W/Mariam,Stationery
1040,251911225544,Elruk Trading Plc,Stationery
1041,251912477651,Elsa Stationary And Printing Service,Stationery
1042,251930076907,ELSABET NEGISIE W/TSADIK,Stationery
1043,251911252120,Emun Gethaun Stationery Shop,Stationery
1044,251911245550,ENDASHAW GETNET IMPORT & EXPORT,Stationery
1045,251911523860,Enderase Taddess Stationery Import,Stationery
1046,251974032054,ESSENTIAL TRADING PLC,Stationery
1047,251911204853,Etenesa Shoatsega,Stationery
1048,251911641235,Ethel Import,Stationery
1049,251930034530,Etu Computer Trading,Stationery
1050,251911236475,F G G IMPORT,Stationery
1051,251911659136,Fafresh Stationary & Computer,Stationery
1052,251911201762,FASIKA GENERAL TRADING,Stationery
1053,251911442128,FAST TRANSIT PLC,Stationery
1054,251911200017,FITS PVT.LTD.CO,Stationery
1055,251911209851,Fresh Office Depot,Stationery
1056,251911201322,Fuade Stationery,Stationery
1057,251911699119,G.A Stationery Trading,Stationery
1058,251911155930,GEDEY ASSEFA ATSEBEHA,Stationery
1059,251911258921,GENET ESHETY TENKESHA,Stationery
1060,251911985048,GENET SIKUAR ABAY,Stationery
1061,251911206956,GET OF THE LIGHT P.L.C,Stationery
1062,251979707070,Ginchi Trading Plc,Stationery
1063,251911227186,HABTAMU TIBEBU,Stationery
1064,251911207282,HARON COMPUTER PLC,Stationery
1065,251911143800,HELEN WOLDEMARIYAM SEKRU,Stationery
1066,251912507413,Hello Stationary P.L.C,Stationery
1067,251912501355,Heny Stationary,Stationery
1068,251911411200,HIGH PROFILE PLC,Stationery
1069,251911910691,Hope Stationery,Stationery
1070,251911517539,Imperial Ict Solution,Stationery
1071,251911219852,International Stationary & Computer Related Enterprise,Stationery
1072,251911192862,Iq Fortune Advanced Technology P.L.C.,Stationery
1073,251911683858,Israel Printing And Advertising,Stationery
1074,251911208112,ITSC TECHNOLOGY SUPPORT,Stationery
1075,251911125324,JAFER SHIFA BUSHARA,Stationery
1076,251913222297,Jemila Stationary,Stationery
1077,251911200998,JERRY STATIONERY,Stationery
1078,251930077324,Jery Tech Computer And Stationaery,Stationery
1079,251911717401,Kassa Stationery,Stationery
1080,251911229229,KASSAHUN ABEBE MIHRET,Stationery
1081,251911519007,Keen Trading,Stationery
1082,251913688467,Ker Stationary,Stationery
1083,251911207165,Ketanumar T.Doshi,Stationery
1084,251911217444,KIDUS YOHANNES SERGAWIE,Stationery
1085,251911217104,KONJIT AKALU W/SILASSIE,Stationery
1086,251911232480,LAURA TRADE & INDUSTRY PLC,Stationery
1087,251911173185,Lemen Stationary And Internet,Stationery
1088,251930109228,LIDIYA ABREHA MEKONNEN,Stationery
1089,251911899468,Littmann General Trading Plc.,Stationery
1090,251911624242,LUCENT PRIVATE LIMITED COMPANY,Stationery
1091,251911200002,LULSEGGED ALEMAYYEHEW(Dr.),Stationery
1092,251911671352,MABEB TRADING,Stationery
1093,251935988331,MAF INTERNATIONAL PLC,Stationery
1094,251911206721,MAYSWI TRADING LIMITED P.L.C,Stationery
1095,251935986346,Meaza Genet Stationery,Stationery
1096,251911122069,Mehari Stationary,Stationery
1097,251912161655,MEHERETAB GEBRELIBANOS REDA,Stationery
1098,251911402152,MEKOROM TRADING,Stationery
1099,251911486597,Memo It Computer Trading,Stationery
1100,251911205029,MESFIN WURGESSA,Stationery
1101,251916886126,MISRAK BOGALE TESSEMA,Stationery
1102,251911207427,MOAB PLC,Stationery
1103,251913200169,MOHAMMED AHMED SURUR,Stationery
1104,251931313272,MUSTECK COMPUTER PRINTING AND STATIONARY TRADING,Stationery
1105,251911200114,MUSTEFA MOHAMMED IMAD,Stationery
1106,251967898934,NAHRET GENERAL SERVICES AND TRADING ENTERPRISE,Stationery
1107,251911212697,NANODAS TRADE & INDUSTRY PLC,Stationery
1108,251911201819,NAPE IMPEX TRADING ENTERPRISE,Stationery
1109,251911519184,NATIONAL MARKETERS PLC,Stationery
1110,251911216367,NECOM COMPUTER TECNOLOGIES,Stationery
1111,251911655837,NEGASH ELECTRONICS,Stationery
1112,251904195865,NEJIMUDIN KEDIR HASSEN,Stationery
1113,251911235294,New Serson Development Plc,Stationery
1114,251911421883,NIGISTE SALILEW NIGATU,Stationery
1115,251911203206,NIZAR INTERNATIONAL PLC,Stationery
1116,251911247696,NYALA STATIONERY PLC,Stationery
1117,251915955466,Orange Stationary Solutions Plc,Stationery
1118,251930014023,Oslo Stationary,Stationery
1119,251911201589,PACKTRA PLC,Stationery
1120,251911518866,Rabbit Stationary/Saron Samuel,Stationery
1121,251911202081,Rainbow Stationery & Computer Material P.L.C,Stationery
1122,251911524500,Raped Stationary,Stationery
1123,251911232590,Raptor General Trading,Stationery
1124,251911215888,Rawuda Ali Sherif,Stationery
1125,251911848177,RECO TRADING,Stationery
1126,251911803154,Reco Trading Computers And Stationary,Stationery
1127,251911424324,RELIABLE EDUCATIONAL MATERIAL SUPPLIERS P.L.C,Stationery
1128,251911523721,Roble Stationary,Stationery
1129,251911215565,ROYAL SERVICE ETHIOPIA PLC,Stationery
1130,251911602671,RUBY Stationary & Computer Accessories,Stationery
1131,251911883693,SAMBO GENERAL TRADING,Stationery
1132,251912008888,Samuale Tadese Stationery,Stationery
1133,251911600306,SANI MOHAMMED MUSSA,Stationery
1134,251930004329,Sara Ayalew Ferede G.T Plc,Stationery
1135,251911205086,SATURN STATIONERY AND COMPUTER ACCESSORIES,Stationery
1136,251911247634,SAVIS IMPORT,Stationery
1137,251912128944,SELAM BUSINESS GROUP PLC,Stationery
1138,251911205314,SELAM HUNETAWE ZEWDE,Stationery
1139,251913994610,Selamawit Danga,Stationery
1140,251911491525,SENIA ABDULMENAN,Stationery
1141,251911214858,SHEGAW AMENU BELAY,Stationery
1142,251911204931,Sheger Stationary,Stationery
1143,251911915541,SHEMSU NESRO MOHAMUD,Stationery
1144,251911418165,Shewit Business Center,Stationery
1145,251911425322,Shimeles Stationery And Computer Accessory,Stationery
1146,251911513987,Sidona Trading Plc,Stationery
1147,251912506550,SIMRET RETTA TRADING,Stationery
1148,251911607196,SOTOWO STATIONARY & COMPUTER ACCESSORY,Stationery
1149,251911201397,STERLING TRADING PLC,Stationery
1150,251911216641,Sur Face Trading,Stationery
1151,251911100478,Surfin Business Center,Stationery
1152,251911738827,SYS Stationery and Computer,Stationery
1153,251911250009,TEGIST GETAHUN YEMAME,Stationery
1154,251925660349,TESSEMA AYANO SHAMANA,Stationery
1155,251911240941,TEWODROS ALEMU BALCHA,Stationery
1156,251911412564,TILAHUN YIRSAW KASSA,Stationery
1157,251911926411,TOKYO INTERNATIONAL STATIONERY,Stationery
1158,251911717964,TRYNOVA TRADING PLC,Stationery
1159,251911205851,Tseday Abate Yesigat,Stationery
1160,251911144524,TSEGEREDA ZEWDE TIRUNEH,Stationery
1161,251911418455,VETRO TRADING P.L.C,Stationery
1162,251911110968,Walia Stationery,Stationery
1163,251911692977,WARAN STATIONERY & COMPUTER ACCESSORIES,Stationery
1164,251947461564,Woineshete Gebre Translition & Secretarialservices,Stationery
1165,251911203282,Yana Stationary & Computer Accessories,Stationery
1166,251911206493,Yeabsera Stationery,Stationery
1167,251911927878,Yeabzer Esayas Trading Plc,Stationery
1168,251911664567,Yellow Land General Trading,Stationery
1169,251913141397,A Town Style,Boutiques
1170,251931313475,A.H.F. INTERNATIONAL IMPORTER & EXPORT PLC,Boutiques
1171,251911206087,ABAS AHMED MOHAMMED,Boutiques
1172,251911406828,ABAY TANNERY PLC,Boutiques
1173,251911476144,ABAYNESH TADESSE G/WOLD,Boutiques
1174,251911205910,ABDULBASIT YIMAM,Boutiques
1175,251911105639,Abdulfetah Mohammed Hussen,Boutiques
1176,251911222816,Abdulkadir Jafaer Kedir,Boutiques
1177,251911227485,ABDURAHEMAN AHMED AMID,Boutiques
1178,251911675152,Abdurazak Fereja Nuri,Boutiques
1179,251911138360,Abebe Akuraga Keshamo,Boutiques
1180,251938043277,Abello Staylist,Boutiques
1181,251911205590,ABEM TEXTILE FACTORY,Boutiques
1182,251912125509,Abiy Ethiopian Traditional Clothes,Boutiques
1183,251911259945,Abogida Fashion,Boutiques
1184,251911221626,ABOZEN ABERA,Boutiques
1185,251911224967,ABRARU TADESSE KEBEDE,Boutiques
1186,251911234210,ABSERA TRADING,Boutiques
1187,251911403774,Abyiu Mekonnen Eunetu,Boutiques
1188,251911471115,Abyot Balcha Traditional Cloth Shop,Boutiques
1189,251911364331,ABYSSINIA LEATHER,Boutiques
1190,251920145015,ADDIS ABABA TANNERY S.CO,Boutiques
1191,251911619798,ADEM MOHAMMED YASSIN,Boutiques
1192,251911600559,Adila Ismail,Boutiques
1193,251918763762,AHMED ADEM YASA,Boutiques
1194,251911225549,Ahmed Alhadi Mohammed Berhan,Boutiques
1195,251911139712,Ahmed Hassen Abdella,Boutiques
1196,251911205908,AHMED OUMER SALIM,Boutiques
1197,251911212766,Ahmed Suleman Beshir,Boutiques
1198,251911535399,AKLILU TIZAZU HAILE,Boutiques
1199,251911224680,Akmel Menuta Argibe,Boutiques
1200,251911234094,Al-Amin Mohammed Mahmud,Boutiques
1201,251912793550,Al-Kaf Ethiopia International Plc.,Boutiques
1202,251911202324,Alem Fashion,Boutiques
1203,251911452449,ALEMAYEHU GETACHEW ALEMU,Boutiques
1204,251911400504,Alemtsehay Weldecherkos Birbirsa,Boutiques
1205,251911225988,ALEX LEATHER ARTICLES FACTORY,Boutiques
1206,251911418159,ALFARID AHMED JEBIR,Boutiques
1207,251911505475,Algahde Berahn P.L.C,Boutiques
1208,251911930943,ALI SEID MOHAMED,Boutiques
1209,251911181122,AMANNUEL KEBEDEW REDEHAN,Boutiques
1210,251911651708,Ambassel Tailor And Training,Boutiques
1211,251911203591,Amcast Plc.,Boutiques
1212,251911224557,AMELEWORK BEKELE NIKA,Boutiques
1213,251911213014,AMINA ABDULAHI AHMED,Boutiques
1214,251911632747,AMIR NEGASH ADEM,Boutiques
1215,251911210972,AMSALE BERHANU W/YOHANNES,Boutiques
1216,251911206823,ANWAR KEDIR SEMAN,Boutiques
1217,251911615376,ANWARE JEMAL,Boutiques
1218,251911223271,Arse Bridal,Boutiques
1219,251911405983,Asbm Industrial Plc,Boutiques
1220,251911209242,ASEGEDECH DEJENE WEDAJI,Boutiques
1221,251911643159,ASFAW AYELE DABI,Boutiques
1222,251911422334,ASHA OUSMAN ADEM,Boutiques
1223,251911205368,Ashu Ahmed Nurie,Boutiques
1224,251911620956,Asmare Asaamnew Habtamu,Boutiques
1225,251911368077,ASNAKECH MENGSITU W/GEBRIEL,Boutiques
1226,251911400211,Assefu T/Haymanot Kahsay,Boutiques
1227,251911203232,BABY CHOSE,Boutiques
1228,251911212801,BATU TANNERY PLC,Boutiques
1229,251911193988,Bayu Bekele T/Haimanot,Boutiques
1230,251911340751,Baza Max,Boutiques
1231,251911352667,BEHAILU ASSEFA,Boutiques
1232,251911212883,Belay Tesema Nida,Boutiques
1233,251911408806,BELAYNESH ATNAFU ABEBE,Boutiques
1234,251911207904,BELL GLOBAL PLC,Boutiques
1235,251911117384,Berehe Assefa Shoe Factory,Boutiques
1236,251911210369,BERHANE G/EGZIABHIER TEDLA,Boutiques
1237,251911208262,BERHANU ESAYAS BEYENE,Boutiques
1238,251911631716,BERHANU WOLDE WOLDEYES,Boutiques
1239,251911605392,Berhe Esayas Beyene,Boutiques
1240,251911211282,Berry Pyjama,Boutiques
1241,251911220717,BERUKTAWIT BEKELE ABEBE,Boutiques
1242,251911252426,BESHIR ABDULKADIR,Boutiques
1243,251968571320,Bespoke Addis,Boutiques
1244,251911671844,Besufkad Lema Belete,Boutiques
1245,251911435871,BETETHEM EGUALE ALEMU,Boutiques
1246,251912195580,Bibi Boutique,Boutiques
1247,251911761450,BINYAM BEKELE T/HAIMANOT,Boutiques
1248,251911204250,Birtu Muraga,Boutiques
1249,251911213616,Biruktayit General Importer,Boutiques
1250,251911884298,BIZU KOKEB INTERNATIONAL TRADING,Boutiques
1251,251911445588,BIZUALEM TEKLE W/GIORGIS,Boutiques
1252,251911226782,BLACK LION INTERNATIONAL PLC,Boutiques
1253,251911892512,BMS TRADING PLC,Boutiques
1254,251911490601,Bolos Fashion,Boutiques
1255,251911203631,BORA TRADING PLC,Boutiques
1256,251911514479,BORUFIS EDUCATION MATERIALS SUPPLY P.L.C,Boutiques
1257,251911617282,BrandS For Less,Boutiques
1258,251916624244,BROOK YESHEWALUL,Boutiques
1259,251911680123,Chocolate City,Boutiques
1260,251983317161,Classic Style,Boutiques
1261,251911226801,Coco,Boutiques
1262,251911203245,Cotton Hand Craft,Boutiques
1263,251911544843,Cotton Shop,Boutiques
1264,251911161566,CRYSTAL TANNERY FACTORY S.C,Boutiques
1265,251911186193,DANIEL MECONEN TESFAYE,Boutiques
1266,251911204118,Daniel Tafesse Mamo,Boutiques
1267,251911212404,DANIEL W/YOHANNES KEBEDE,Boutiques
1268,251911505994,Daniel Yergalem Bedamo,Boutiques
1269,251911215607,DATA RAPID SOLE & SHOE FACTORY PLC,Boutiques
1270,251911240466,Dave Moda,Boutiques
1271,251911200997,DAVIMPEX ENTERPRISE BAHIRDAR TANNERY PLC,Boutiques
1272,251911620985,DAWIT BARAKI DESTA,Boutiques
1273,251911205955,DEBEBE WEDMEMO,Boutiques
1274,251911204531,DEBRE BERHAN TANNERY PLC,Boutiques
1275,251911623900,Deeq Hassen Duale,Boutiques
1276,251912188871,Degefu Edea Denboba,Boutiques
1277,251911203096,Dejene Ibsa,Boutiques
1278,251911431295,Delu Moda,Boutiques
1279,251911304479,Dereje Genene Adea,Boutiques
1280,251912170516,Designer Fullas Habesha Dress Designer,Boutiques
1281,251911802181,Desta W/Gebriel,Boutiques
1282,251911205358,Dinosaur Shoe And Leather Products,Boutiques
1283,251911563073,Diplomatic Tailoring P.L.C,Boutiques
1284,251911760251,Divine Cretions,Boutiques
1285,251911224012,Dokeme P.L.C,Boutiques
1286,251912264400,E L B E T H,Boutiques
1287,251911606581,Ebony Fashion,Boutiques
1288,251983877253,Ec1 Addis,Boutiques
1289,251930034676,EDEN SWEATER FACTORY,Boutiques
1290,251911204114,EDGET GARMENT AND SISTER COMPANIES,Boutiques
1291,251911231783,EDRIS KEDIR HANIZA,Boutiques
1292,251911624795,ELAB INTERNATIONAL BUSINESS P.L.C,Boutiques
1293,251911215281,Elias Mulualem Teferedegn,Boutiques
1294,251911227515,ELIAS TESFAYE H/MARIAM,Boutiques
